Gene,Isoforms,Unique Exon Count
PB.7957,"PB.7957.1, PB.7957.10, PB.7957.11, PB.7957.12, PB.7957.13, PB.7957.14, PB.7957.15, PB.7957.16, PB.7957.17, PB.7957.18, PB.7957.19, PB.7957.2, PB.7957.20, PB.7957.21, PB.7957.23, PB.7957.24, PB.7957.25, PB.7957.26, PB.7957.27, PB.7957.28, PB.7957.29, PB.7957.3, PB.7957.30, PB.7957.4, PB.7957.5, PB.7957.6, PB.7957.7, PB.7957.8",45
PB.7958,"PB.7958.1, PB.7958.2, PB.7958.3, PB.7958.4, PB.7958.5",8
PB.7959,"PB.7959.1, PB.7959.2, PB.7959.3, PB.7959.4",8
PB.796,PB.796.1,1
PB.7960,"PB.7960.1, PB.7960.2",4
PB.7961,PB.7961.1,1
PB.7962,"PB.7962.1, PB.7962.2, PB.7962.3, PB.7962.4, PB.7962.5, PB.7962.6, PB.7962.7",12
PB.7963,"PB.7963.1, PB.7963.2, PB.7963.3, PB.7963.4, PB.7963.5, PB.7963.6, PB.7963.7",9
PB.7964,"PB.7964.1, PB.7964.10, PB.7964.11, PB.7964.2, PB.7964.3, PB.7964.4, PB.7964.5, PB.7964.6, PB.7964.7, PB.7964.8, PB.7964.9",16
PB.7965,"PB.7965.1, PB.7965.2, PB.7965.3, PB.7965.4, PB.7965.5, PB.7965.6",14
PB.7966,"PB.7966.1, PB.7966.2, PB.7966.3, PB.7966.4, PB.7966.5, PB.7966.6, PB.7966.7",30
PB.7968,"PB.7968.1, PB.7968.2, PB.7968.3",6
PB.7969,"PB.7969.1, PB.7969.10, PB.7969.11, PB.7969.12, PB.7969.13, PB.7969.14, PB.7969.2, PB.7969.3, PB.7969.4, PB.7969.5, PB.7969.8, PB.7969.9",19
PB.797,PB.797.1,2
PB.7970,"PB.7970.1, PB.7970.2, PB.7970.3",16
PB.7971,"PB.7971.1, PB.7971.2, PB.7971.3",6
PB.7972,"PB.7972.1, PB.7972.2, PB.7972.3, PB.7972.4, PB.7972.5",9
PB.7973,"PB.7973.1, PB.7973.10, PB.7973.11, PB.7973.2, PB.7973.3, PB.7973.4, PB.7973.5, PB.7973.6, PB.7973.7",22
PB.7974,"PB.7974.1, PB.7974.2, PB.7974.3, PB.7974.4, PB.7974.5, PB.7974.6, PB.7974.7, PB.7974.8, PB.7974.9",17
PB.7975,"PB.7975.1, PB.7975.2, PB.7975.3, PB.7975.4, PB.7975.5, PB.7975.6, PB.7975.7, PB.7975.8",37
PB.7976,"PB.7976.1, PB.7976.10, PB.7976.11, PB.7976.12, PB.7976.2, PB.7976.3, PB.7976.4, PB.7976.5, PB.7976.6, PB.7976.7, PB.7976.8, PB.7976.9",25
PB.7977,"PB.7977.1, PB.7977.2, PB.7977.3, PB.7977.4, PB.7977.5",11
PB.7978,"PB.7978.1, PB.7978.2, PB.7978.3, PB.7978.4",8
PB.7979,"PB.7979.1, PB.7979.10, PB.7979.11, PB.7979.13, PB.7979.14, PB.7979.2, PB.7979.5, PB.7979.6, PB.7979.9",12
PB.798,"PB.798.1, PB.798.10, PB.798.2, PB.798.3, PB.798.4, PB.798.5, PB.798.6, PB.798.7, PB.798.8, PB.798.9",27
PB.7980,"PB.7980.1, PB.7980.10, PB.7980.13, PB.7980.14, PB.7980.15, PB.7980.16, PB.7980.17, PB.7980.18, PB.7980.2, PB.7980.3, PB.7980.4, PB.7980.5, PB.7980.6, PB.7980.7, PB.7980.8, PB.7980.9",24
PB.7981,PB.7981.1,3
PB.7982,"PB.7982.1, PB.7982.2, PB.7982.3, PB.7982.4, PB.7982.5, PB.7982.6",10
PB.7983,"PB.7983.1, PB.7983.10, PB.7983.13, PB.7983.14, PB.7983.15, PB.7983.16, PB.7983.17, PB.7983.18, PB.7983.19, PB.7983.20, PB.7983.4, PB.7983.5, PB.7983.6, PB.7983.7, PB.7983.9",22
PB.7984,"PB.7984.1, PB.7984.10, PB.7984.11, PB.7984.12, PB.7984.13, PB.7984.2, PB.7984.3, PB.7984.5, PB.7984.6, PB.7984.7, PB.7984.8, PB.7984.9",41
PB.7985,"PB.7985.1, PB.7985.10, PB.7985.2, PB.7985.3, PB.7985.4, PB.7985.5, PB.7985.6, PB.7985.7, PB.7985.8, PB.7985.9",45
PB.7986,"PB.7986.1, PB.7986.10, PB.7986.11, PB.7986.2, PB.7986.3, PB.7986.4, PB.7986.5, PB.7986.6, PB.7986.7, PB.7986.8, PB.7986.9",17
PB.7987,"PB.7987.1, PB.7987.2, PB.7987.3, PB.7987.5, PB.7987.6, PB.7987.7",13
PB.7988,"PB.7988.1, PB.7988.2, PB.7988.3, PB.7988.4",6
PB.7989,"PB.7989.1, PB.7989.10, PB.7989.11, PB.7989.12, PB.7989.13, PB.7989.2, PB.7989.3, PB.7989.4, PB.7989.7, PB.7989.8, PB.7989.9",22
PB.799,"PB.799.1, PB.799.10, PB.799.11, PB.799.12, PB.799.13, PB.799.17, PB.799.18, PB.799.19, PB.799.2, PB.799.3, PB.799.4, PB.799.5, PB.799.6, PB.799.7, PB.799.8, PB.799.9",27
PB.7990,"PB.7990.1, PB.7990.2, PB.7990.4, PB.7990.5, PB.7990.6",19
PB.7991,"PB.7991.1, PB.7991.2, PB.7991.3",4
PB.7992,"PB.7992.10, PB.7992.4",2
PB.7993,"PB.7993.1, PB.7993.10, PB.7993.2, PB.7993.3, PB.7993.4, PB.7993.5, PB.7993.6, PB.7993.8, PB.7993.9",17
PB.7994,"PB.7994.1, PB.7994.11, PB.7994.12, PB.7994.13, PB.7994.2, PB.7994.3, PB.7994.4, PB.7994.5, PB.7994.6, PB.7994.7, PB.7994.8, PB.7994.9",15
PB.7995,"PB.7995.1, PB.7995.2, PB.7995.3, PB.7995.4, PB.7995.5, PB.7995.6",12
PB.7996,"PB.7996.10, PB.7996.11, PB.7996.12, PB.7996.14, PB.7996.15, PB.7996.23, PB.7996.24, PB.7996.25, PB.7996.26, PB.7996.3, PB.7996.4, PB.7996.5, PB.7996.7, PB.7996.8, PB.7996.9",19
PB.7997,"PB.7997.1, PB.7997.10, PB.7997.11, PB.7997.12, PB.7997.13, PB.7997.14, PB.7997.15, PB.7997.16, PB.7997.2, PB.7997.3, PB.7997.4, PB.7997.5, PB.7997.6, PB.7997.7, PB.7997.8, PB.7997.9",23
PB.7998,"PB.7998.1, PB.7998.2, PB.7998.3, PB.7998.4, PB.7998.5, PB.7998.6",9
PB.7999,"PB.7999.1, PB.7999.2, PB.7999.3, PB.7999.4, PB.7999.5, PB.7999.6",12
PB.8,"PB.8.1, PB.8.2, PB.8.3, PB.8.4, PB.8.5, PB.8.6",8
PB.80,"PB.80.1, PB.80.10, PB.80.11, PB.80.12, PB.80.13, PB.80.14, PB.80.15, PB.80.16, PB.80.17, PB.80.18, PB.80.19, PB.80.2, PB.80.20, PB.80.3, PB.80.4, PB.80.5, PB.80.6, PB.80.7, PB.80.9",35
PB.800,"PB.800.1, PB.800.2, PB.800.3",3
PB.8000,"PB.8000.1, PB.8000.2, PB.8000.3, PB.8000.4",4
PB.8001,PB.8001.1,1
PB.8002,"PB.8002.1, PB.8002.2",5
PB.8003,"PB.8003.1, PB.8003.2, PB.8003.3, PB.8003.4, PB.8003.5, PB.8003.6",13
PB.8004,"PB.8004.1, PB.8004.2",2
PB.8005,"PB.8005.1, PB.8005.2, PB.8005.3, PB.8005.4, PB.8005.5, PB.8005.6",12
PB.8006,"PB.8006.1, PB.8006.5, PB.8006.6, PB.8006.7, PB.8006.8",10
PB.8007,"PB.8007.1, PB.8007.12, PB.8007.13, PB.8007.14, PB.8007.15, PB.8007.16, PB.8007.17, PB.8007.18, PB.8007.7",13
PB.8008,"PB.8008.10, PB.8008.11, PB.8008.12, PB.8008.14, PB.8008.4, PB.8008.6, PB.8008.7, PB.8008.8, PB.8008.9",13
PB.8009,"PB.8009.1, PB.8009.10, PB.8009.11, PB.8009.12, PB.8009.13, PB.8009.2, PB.8009.3, PB.8009.4, PB.8009.5, PB.8009.6, PB.8009.7, PB.8009.8, PB.8009.9",16
PB.801,"PB.801.4, PB.801.5, PB.801.6",5
PB.8010,"PB.8010.1, PB.8010.10, PB.8010.11, PB.8010.12, PB.8010.13, PB.8010.14, PB.8010.15, PB.8010.16, PB.8010.2, PB.8010.3, PB.8010.4, PB.8010.5, PB.8010.6, PB.8010.7, PB.8010.8, PB.8010.9",22
PB.8011,"PB.8011.1, PB.8011.11, PB.8011.12, PB.8011.13, PB.8011.14, PB.8011.15, PB.8011.16, PB.8011.2, PB.8011.21, PB.8011.22, PB.8011.23, PB.8011.3, PB.8011.4, PB.8011.5, PB.8011.7, PB.8011.8, PB.8011.9",22
PB.8012,"PB.8012.1, PB.8012.2, PB.8012.3, PB.8012.4, PB.8012.5, PB.8012.6, PB.8012.7",13
PB.8013,"PB.8013.1, PB.8013.2, PB.8013.3",8
PB.8014,"PB.8014.1, PB.8014.11, PB.8014.13, PB.8014.15, PB.8014.2, PB.8014.22, PB.8014.23, PB.8014.24, PB.8014.26, PB.8014.27, PB.8014.28, PB.8014.31, PB.8014.32, PB.8014.33, PB.8014.34, PB.8014.35, PB.8014.36, PB.8014.37, PB.8014.4, PB.8014.5, PB.8014.6, PB.8014.7, PB.8014.8, PB.8014.9",31
PB.8015,"PB.8015.6, PB.8015.7, PB.8015.8",6
PB.8016,"PB.8016.1, PB.8016.2",4
PB.8017,PB.8017.1,1
PB.8018,"PB.8018.1, PB.8018.2, PB.8018.3, PB.8018.4",8
PB.8019,"PB.8019.1, PB.8019.2, PB.8019.3, PB.8019.4, PB.8019.5, PB.8019.6, PB.8019.7, PB.8019.8",27
PB.802,"PB.802.1, PB.802.2, PB.802.3, PB.802.4, PB.802.5",8
PB.8020,"PB.8020.1, PB.8020.2, PB.8020.3",6
PB.8021,"PB.8021.1, PB.8021.12, PB.8021.13, PB.8021.15, PB.8021.16, PB.8021.19, PB.8021.20, PB.8021.21, PB.8021.4, PB.8021.6, PB.8021.7, PB.8021.8, PB.8021.9",14
PB.8022,"PB.8022.1, PB.8022.2, PB.8022.3, PB.8022.4, PB.8022.5, PB.8022.6, PB.8022.7",14
PB.8023,"PB.8023.1, PB.8023.2, PB.8023.3, PB.8023.4, PB.8023.5",7
PB.8024,PB.8024.1,1
PB.8025,PB.8025.1,5
PB.8026,"PB.8026.1, PB.8026.2, PB.8026.3",3
PB.8027,PB.8027.1,13
PB.8028,"PB.8028.1, PB.8028.2, PB.8028.3, PB.8028.4, PB.8028.5, PB.8028.6, PB.8028.7, PB.8028.8",20
PB.8029,"PB.8029.1, PB.8029.10, PB.8029.11, PB.8029.12, PB.8029.13, PB.8029.14, PB.8029.15, PB.8029.16, PB.8029.17, PB.8029.18, PB.8029.19, PB.8029.2, PB.8029.20, PB.8029.21, PB.8029.22, PB.8029.3, PB.8029.4, PB.8029.5, PB.8029.6, PB.8029.7, PB.8029.8, PB.8029.9",41
PB.803,"PB.803.1, PB.803.13, PB.803.2, PB.803.20, PB.803.21, PB.803.22, PB.803.23, PB.803.25, PB.803.26, PB.803.3, PB.803.30, PB.803.31, PB.803.32, PB.803.33, PB.803.34, PB.803.35, PB.803.36, PB.803.37, PB.803.38, PB.803.39, PB.803.4",31
PB.8030,"PB.8030.1, PB.8030.10, PB.8030.7, PB.8030.8, PB.8030.9",8
PB.8031,"PB.8031.1, PB.8031.2, PB.8031.3",18
PB.8032,"PB.8032.1, PB.8032.2, PB.8032.3, PB.8032.4, PB.8032.5",10
PB.8033,"PB.8033.1, PB.8033.11, PB.8033.17, PB.8033.18, PB.8033.19, PB.8033.2, PB.8033.20, PB.8033.21, PB.8033.3, PB.8033.4, PB.8033.7, PB.8033.8, PB.8033.9",33
PB.8034,"PB.8034.1, PB.8034.2, PB.8034.3, PB.8034.4, PB.8034.5",8
PB.8035,"PB.8035.1, PB.8035.2, PB.8035.3, PB.8035.4",8
PB.8036,"PB.8036.1, PB.8036.2, PB.8036.3, PB.8036.4, PB.8036.5, PB.8036.6",12
PB.8037,"PB.8037.1, PB.8037.16, PB.8037.18, PB.8037.19, PB.8037.2, PB.8037.20, PB.8037.21, PB.8037.22, PB.8037.23, PB.8037.24, PB.8037.3, PB.8037.4, PB.8037.5, PB.8037.6, PB.8037.7",23
PB.8038,"PB.8038.1, PB.8038.2, PB.8038.3",10
PB.8039,"PB.8039.1, PB.8039.2, PB.8039.3",4
PB.804,PB.804.1,1
PB.8040,PB.8040.1,1
PB.8041,"PB.8041.1, PB.8041.2",5
PB.8042,"PB.8042.1, PB.8042.2, PB.8042.3, PB.8042.4, PB.8042.5, PB.8042.6",20
PB.8043,"PB.8043.1, PB.8043.2, PB.8043.3",13
PB.8044,PB.8044.1,1
PB.8045,"PB.8045.1, PB.8045.2",4
PB.8046,"PB.8046.1, PB.8046.2",8
PB.8047,"PB.8047.1, PB.8047.2, PB.8047.3, PB.8047.4, PB.8047.5, PB.8047.6",9
PB.8048,"PB.8048.1, PB.8048.10, PB.8048.11, PB.8048.13, PB.8048.14, PB.8048.15, PB.8048.16, PB.8048.17, PB.8048.18, PB.8048.19, PB.8048.2, PB.8048.20, PB.8048.21, PB.8048.22, PB.8048.3, PB.8048.4, PB.8048.5, PB.8048.6, PB.8048.7, PB.8048.8, PB.8048.9",35
PB.8049,"PB.8049.1, PB.8049.10, PB.8049.11, PB.8049.12, PB.8049.13, PB.8049.14, PB.8049.15, PB.8049.16, PB.8049.2, PB.8049.3, PB.8049.4, PB.8049.5, PB.8049.6, PB.8049.7, PB.8049.8, PB.8049.9",25
PB.805,PB.805.1,1
PB.8050,"PB.8050.1, PB.8050.10, PB.8050.11, PB.8050.12, PB.8050.3, PB.8050.5, PB.8050.6, PB.8050.7, PB.8050.8, PB.8050.9",18
PB.8051,"PB.8051.1, PB.8051.2, PB.8051.3, PB.8051.4, PB.8051.5, PB.8051.6, PB.8051.7",10
PB.8052,"PB.8052.1, PB.8052.2, PB.8052.3, PB.8052.5, PB.8052.8, PB.8052.9",8
PB.8053,"PB.8053.1, PB.8053.2, PB.8053.3, PB.8053.5, PB.8053.6",8
PB.8054,PB.8054.1,3
PB.8055,"PB.8055.1, PB.8055.2, PB.8055.3, PB.8055.4, PB.8055.5",33
PB.8056,"PB.8056.1, PB.8056.10, PB.8056.11, PB.8056.12, PB.8056.13, PB.8056.14, PB.8056.2, PB.8056.5, PB.8056.6, PB.8056.7, PB.8056.9",20
PB.8057,"PB.8057.1, PB.8057.2, PB.8057.3",10
PB.8058,"PB.8058.1, PB.8058.10, PB.8058.11, PB.8058.12, PB.8058.13, PB.8058.16, PB.8058.20, PB.8058.3, PB.8058.4, PB.8058.5, PB.8058.8, PB.8058.9",18
PB.8059,"PB.8059.1, PB.8059.2, PB.8059.3, PB.8059.4, PB.8059.5, PB.8059.6, PB.8059.7",16
PB.806,"PB.806.1, PB.806.10, PB.806.11, PB.806.12, PB.806.13, PB.806.14, PB.806.15, PB.806.16, PB.806.6, PB.806.7, PB.806.8, PB.806.9",18
PB.8060,"PB.8060.3, PB.8060.4, PB.8060.5, PB.8060.6, PB.8060.7, PB.8060.9",9
PB.8061,PB.8061.1,4
PB.8062,"PB.8062.1, PB.8062.2, PB.8062.3",7
PB.8063,"PB.8063.1, PB.8063.2",5
PB.8064,"PB.8064.1, PB.8064.2, PB.8064.3, PB.8064.4",8
PB.8065,"PB.8065.1, PB.8065.2, PB.8065.3, PB.8065.4",7
PB.8066,PB.8066.1,1
PB.8067,"PB.8067.10, PB.8067.11, PB.8067.18, PB.8067.3, PB.8067.4, PB.8067.5, PB.8067.6, PB.8067.7, PB.8067.8, PB.8067.9",15
PB.8068,"PB.8068.1, PB.8068.2, PB.8068.3, PB.8068.4",8
PB.8069,"PB.8069.10, PB.8069.5, PB.8069.6, PB.8069.7, PB.8069.8, PB.8069.9",7
PB.807,"PB.807.3, PB.807.4",4
PB.8070,"PB.8070.1, PB.8070.10, PB.8070.11, PB.8070.12, PB.8070.2, PB.8070.3, PB.8070.4, PB.8070.5, PB.8070.6, PB.8070.7, PB.8070.9",16
PB.8071,"PB.8071.1, PB.8071.2, PB.8071.5, PB.8071.6",30
PB.8072,"PB.8072.1, PB.8072.2, PB.8072.3, PB.8072.4, PB.8072.5, PB.8072.6, PB.8072.7, PB.8072.8, PB.8072.9",19
PB.8073,PB.8073.1,1
PB.8074,"PB.8074.3, PB.8074.4, PB.8074.5, PB.8074.6",9
PB.8075,"PB.8075.1, PB.8075.10, PB.8075.13, PB.8075.14, PB.8075.15, PB.8075.16, PB.8075.17, PB.8075.18, PB.8075.19, PB.8075.2, PB.8075.20, PB.8075.21, PB.8075.3, PB.8075.4, PB.8075.5, PB.8075.6, PB.8075.9",23
PB.8076,"PB.8076.1, PB.8076.2, PB.8076.3",7
PB.8077,PB.8077.1,1
PB.8078,"PB.8078.1, PB.8078.2",2
PB.8079,"PB.8079.1, PB.8079.2, PB.8079.3",6
PB.808,"PB.808.1, PB.808.10, PB.808.11, PB.808.12, PB.808.13, PB.808.14, PB.808.28, PB.808.29, PB.808.3, PB.808.31, PB.808.35, PB.808.36, PB.808.37, PB.808.38, PB.808.39, PB.808.4, PB.808.40, PB.808.41, PB.808.43, PB.808.44, PB.808.45, PB.808.46, PB.808.47, PB.808.48, PB.808.49, PB.808.50, PB.808.51, PB.808.7, PB.808.8, PB.808.9",36
PB.8080,"PB.8080.1, PB.8080.2, PB.8080.3, PB.8080.4, PB.8080.5",7
PB.8081,"PB.8081.1, PB.8081.2, PB.8081.3",28
PB.8082,"PB.8082.1, PB.8082.2, PB.8082.3, PB.8082.4, PB.8082.5, PB.8082.6",15
PB.8083,"PB.8083.1, PB.8083.10, PB.8083.2, PB.8083.3, PB.8083.4, PB.8083.5, PB.8083.6, PB.8083.7, PB.8083.8, PB.8083.9",24
PB.8084,"PB.8084.1, PB.8084.2, PB.8084.3, PB.8084.4, PB.8084.5, PB.8084.6, PB.8084.7",30
PB.8085,"PB.8085.1, PB.8085.10, PB.8085.11, PB.8085.2, PB.8085.3, PB.8085.4, PB.8085.5, PB.8085.8, PB.8085.9",11
PB.8086,"PB.8086.1, PB.8086.2, PB.8086.3, PB.8086.4, PB.8086.5",10
PB.8087,"PB.8087.1, PB.8087.2, PB.8087.3, PB.8087.4, PB.8087.5, PB.8087.6, PB.8087.7, PB.8087.8",10
PB.8088,PB.8088.1,2
PB.8089,"PB.8089.1, PB.8089.10, PB.8089.11, PB.8089.12, PB.8089.13, PB.8089.14, PB.8089.15, PB.8089.16, PB.8089.17, PB.8089.18, PB.8089.2, PB.8089.3, PB.8089.4, PB.8089.5, PB.8089.8, PB.8089.9",25
PB.809,"PB.809.1, PB.809.2, PB.809.3, PB.809.4, PB.809.5",9
PB.8090,"PB.8090.1, PB.8090.2",6
PB.8091,"PB.8091.1, PB.8091.10, PB.8091.11, PB.8091.12, PB.8091.13, PB.8091.14, PB.8091.15, PB.8091.16, PB.8091.2, PB.8091.3, PB.8091.4, PB.8091.5, PB.8091.6, PB.8091.7, PB.8091.8, PB.8091.9",22
PB.8092,"PB.8092.1, PB.8092.2, PB.8092.3, PB.8092.4, PB.8092.5, PB.8092.6",7
PB.8093,"PB.8093.1, PB.8093.3, PB.8093.4, PB.8093.5",8
PB.8094,"PB.8094.1, PB.8094.2",4
PB.8095,"PB.8095.1, PB.8095.2",4
PB.8096,"PB.8096.3, PB.8096.4",2
PB.8097,"PB.8097.1, PB.8097.3, PB.8097.4, PB.8097.5",6
PB.8098,"PB.8098.1, PB.8098.10, PB.8098.11, PB.8098.12, PB.8098.13, PB.8098.14, PB.8098.15, PB.8098.16, PB.8098.17, PB.8098.18, PB.8098.19, PB.8098.20, PB.8098.21, PB.8098.22, PB.8098.3, PB.8098.5, PB.8098.7, PB.8098.8",35
PB.8099,"PB.8099.1, PB.8099.2, PB.8099.3",10
PB.81,"PB.81.1, PB.81.2, PB.81.3, PB.81.4, PB.81.5",8
PB.810,"PB.810.3, PB.810.4, PB.810.5, PB.810.6, PB.810.7",6
PB.8100,"PB.8100.3, PB.8100.4, PB.8100.5, PB.8100.6, PB.8100.7, PB.8100.8",12
PB.8101,"PB.8101.1, PB.8101.10, PB.8101.11, PB.8101.12, PB.8101.13, PB.8101.14, PB.8101.15, PB.8101.16, PB.8101.17, PB.8101.2, PB.8101.3, PB.8101.4, PB.8101.5, PB.8101.6, PB.8101.8, PB.8101.9",32
PB.8102,"PB.8102.1, PB.8102.2",16
PB.8103,"PB.8103.1, PB.8103.10, PB.8103.11, PB.8103.12, PB.8103.13, PB.8103.14, PB.8103.15, PB.8103.16, PB.8103.2, PB.8103.3, PB.8103.4, PB.8103.5, PB.8103.6, PB.8103.7, PB.8103.9",28
PB.8104,"PB.8104.1, PB.8104.13, PB.8104.2, PB.8104.25, PB.8104.28, PB.8104.29, PB.8104.3, PB.8104.30, PB.8104.32, PB.8104.33, PB.8104.34, PB.8104.35, PB.8104.36, PB.8104.4",16
PB.8105,PB.8105.1,4
PB.8106,"PB.8106.1, PB.8106.2, PB.8106.3",7
PB.8107,"PB.8107.1, PB.8107.2, PB.8107.4",6
PB.8108,"PB.8108.1, PB.8108.2, PB.8108.3, PB.8108.4, PB.8108.5, PB.8108.6, PB.8108.7",10
PB.8109,"PB.8109.1, PB.8109.2, PB.8109.3",7
PB.811,"PB.811.2, PB.811.4, PB.811.5, PB.811.6, PB.811.7, PB.811.8",8
PB.8110,"PB.8110.1, PB.8110.2, PB.8110.3, PB.8110.5, PB.8110.6, PB.8110.7",10
PB.8111,"PB.8111.3, PB.8111.4, PB.8111.5, PB.8111.6",5
PB.8112,"PB.8112.1, PB.8112.2, PB.8112.6, PB.8112.7",6
PB.8113,PB.8113.1,8
PB.8114,"PB.8114.1, PB.8114.2, PB.8114.3, PB.8114.4, PB.8114.5",9
PB.8115,PB.8115.1,2
PB.8116,"PB.8116.1, PB.8116.2",4
PB.8117,"PB.8117.1, PB.8117.10, PB.8117.11, PB.8117.12, PB.8117.13, PB.8117.14, PB.8117.15, PB.8117.16, PB.8117.17, PB.8117.18, PB.8117.19, PB.8117.2, PB.8117.3, PB.8117.4, PB.8117.5, PB.8117.6, PB.8117.7, PB.8117.8, PB.8117.9",26
PB.8118,"PB.8118.1, PB.8118.2, PB.8118.3, PB.8118.4",6
PB.8119,PB.8119.1,1
PB.812,"PB.812.1, PB.812.10, PB.812.11, PB.812.12, PB.812.13, PB.812.14, PB.812.15, PB.812.16, PB.812.2, PB.812.3, PB.812.4, PB.812.5, PB.812.6, PB.812.7, PB.812.8, PB.812.9",34
PB.8120,"PB.8120.1, PB.8120.2, PB.8120.3, PB.8120.4, PB.8120.5, PB.8120.6, PB.8120.7, PB.8120.8",13
PB.8121,"PB.8121.1, PB.8121.2, PB.8121.3, PB.8121.4, PB.8121.5, PB.8121.6",12
PB.8122,"PB.8122.1, PB.8122.2, PB.8122.3, PB.8122.4, PB.8122.5",6
PB.8123,"PB.8123.1, PB.8123.2, PB.8123.3, PB.8123.4",6
PB.8124,PB.8124.1,8
PB.8125,"PB.8125.1, PB.8125.2, PB.8125.3, PB.8125.4",6
PB.8126,"PB.8126.1, PB.8126.12, PB.8126.14, PB.8126.16, PB.8126.17, PB.8126.18, PB.8126.21, PB.8126.22, PB.8126.23, PB.8126.24, PB.8126.25, PB.8126.26, PB.8126.27, PB.8126.28, PB.8126.4, PB.8126.7, PB.8126.8, PB.8126.9",32
PB.8127,"PB.8127.1, PB.8127.2, PB.8127.3, PB.8127.4, PB.8127.5, PB.8127.6, PB.8127.7, PB.8127.8, PB.8127.9",12
PB.8128,"PB.8128.1, PB.8128.2",6
PB.8129,"PB.8129.1, PB.8129.2",2
PB.813,"PB.813.1, PB.813.2, PB.813.3, PB.813.4, PB.813.5, PB.813.6, PB.813.7",14
PB.8130,PB.8130.1,5
PB.8131,"PB.8131.1, PB.8131.2",4
PB.8132,"PB.8132.1, PB.8132.11, PB.8132.12, PB.8132.3, PB.8132.4, PB.8132.5, PB.8132.6, PB.8132.7, PB.8132.8",14
PB.8133,"PB.8133.1, PB.8133.2, PB.8133.3, PB.8133.4",8
PB.8134,"PB.8134.1, PB.8134.2",2
PB.8135,PB.8135.1,2
PB.8136,"PB.8136.1, PB.8136.2",2
PB.8137,PB.8137.1,2
PB.8138,"PB.8138.1, PB.8138.2, PB.8138.3, PB.8138.4, PB.8138.5, PB.8138.6, PB.8138.7, PB.8138.8, PB.8138.9",17
PB.8139,"PB.8139.1, PB.8139.2, PB.8139.3, PB.8139.4, PB.8139.5, PB.8139.6",13
PB.814,"PB.814.1, PB.814.24, PB.814.25, PB.814.26, PB.814.27, PB.814.28, PB.814.29, PB.814.30, PB.814.31, PB.814.32, PB.814.33, PB.814.34, PB.814.36, PB.814.37, PB.814.38",17
PB.8140,"PB.8140.1, PB.8140.10, PB.8140.11, PB.8140.2, PB.8140.21, PB.8140.3, PB.8140.30, PB.8140.31, PB.8140.32, PB.8140.33, PB.8140.36, PB.8140.37, PB.8140.4, PB.8140.40, PB.8140.41, PB.8140.42, PB.8140.43, PB.8140.44, PB.8140.45, PB.8140.46, PB.8140.47, PB.8140.48, PB.8140.49, PB.8140.5, PB.8140.50, PB.8140.51, PB.8140.52, PB.8140.53, PB.8140.54, PB.8140.55, PB.8140.56, PB.8140.57, PB.8140.58, PB.8140.59, PB.8140.6, PB.8140.7, PB.8140.9",51
PB.8141,"PB.8141.11, PB.8141.12, PB.8141.13, PB.8141.14, PB.8141.15, PB.8141.8, PB.8141.9",11
PB.8142,"PB.8142.1, PB.8142.2, PB.8142.3, PB.8142.4, PB.8142.5, PB.8142.6",13
PB.8143,"PB.8143.1, PB.8143.2, PB.8143.3, PB.8143.4, PB.8143.5, PB.8143.6, PB.8143.7",8
PB.8144,"PB.8144.1, PB.8144.10, PB.8144.11, PB.8144.12, PB.8144.13, PB.8144.14, PB.8144.2, PB.8144.3, PB.8144.5, PB.8144.8, PB.8144.9",14
PB.8145,"PB.8145.1, PB.8145.2, PB.8145.3",7
PB.8146,"PB.8146.1, PB.8146.2",2
PB.8147,"PB.8147.12, PB.8147.23, PB.8147.3, PB.8147.9",5
PB.8148,"PB.8148.1, PB.8148.2, PB.8148.3",4
PB.8149,"PB.8149.1, PB.8149.2, PB.8149.3",6
PB.815,PB.815.1,3
PB.8150,"PB.8150.1, PB.8150.2, PB.8150.3, PB.8150.4",9
PB.8151,"PB.8151.1, PB.8151.10, PB.8151.3, PB.8151.4, PB.8151.5, PB.8151.6, PB.8151.7, PB.8151.8, PB.8151.9",17
PB.8152,"PB.8152.1, PB.8152.2, PB.8152.3",4
PB.8153,"PB.8153.1, PB.8153.2, PB.8153.3, PB.8153.4",6
PB.8154,"PB.8154.1, PB.8154.2, PB.8154.4, PB.8154.5, PB.8154.6",5
PB.8155,"PB.8155.1, PB.8155.2, PB.8155.3, PB.8155.4",6
PB.8156,"PB.8156.10, PB.8156.2, PB.8156.3, PB.8156.4, PB.8156.5, PB.8156.6, PB.8156.7, PB.8156.8, PB.8156.9",12
PB.8157,"PB.8157.1, PB.8157.2, PB.8157.3, PB.8157.4",7
PB.8158,"PB.8158.2, PB.8158.3, PB.8158.4",4
PB.8159,"PB.8159.1, PB.8159.10, PB.8159.11, PB.8159.2, PB.8159.3, PB.8159.4, PB.8159.5, PB.8159.6, PB.8159.7, PB.8159.8, PB.8159.9",23
PB.816,"PB.816.1, PB.816.2, PB.816.3, PB.816.4",6
PB.8160,"PB.8160.1, PB.8160.3, PB.8160.4, PB.8160.5, PB.8160.6, PB.8160.7",10
PB.8161,"PB.8161.1, PB.8161.2, PB.8161.3",5
PB.8162,PB.8162.1,6
PB.8163,"PB.8163.1, PB.8163.2, PB.8163.3, PB.8163.4, PB.8163.5",10
PB.8164,"PB.8164.1, PB.8164.2, PB.8164.3",11
